# Title: January 2020 - December 2024 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 126 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-151,Fisher County,Texas,109.39,-1.03,52,110.42
TX-153,Floyd County,Texas,89.9,-14.11,12,104.01
TX-155,Foard County,Texas,117.3,-4.18,53,121.48
TX-157,Fort Bend County,Texas,228.47,6.75,72,221.72
TX-159,Franklin County,Texas,244.77,26.01,108,218.76
TX-161,Freestone County,Texas,207.8,13.18,95,194.62
TX-163,Frio County,Texas,100.42,-20.66,14,121.08
TX-165,Gaines County,Texas,54.56,-25.88,1,80.44
TX-167,Galveston County,Texas,248.23,11.22,72,237.01
TX-169,Garza County,Texas,90.03,-8.09,29,98.12
TX-171,Gillespie County,Texas,118.96,-26.39,11,145.35
TX-173,Glasscock County,Texas,63.97,-25.41,5,89.38
TX-175,Goliad County,Texas,151.81,-14.15,36,165.96
TX-177,Gonzales County,Texas,150.09,-18.52,20,168.61
TX-179,Gray County,Texas,107.55,-3.14,48,110.69
TX-181,Grayson County,Texas,205.28,13.77,93,191.51
TX-183,Gregg County,Texas,250.07,25.34,105,224.73
TX-185,Grimes County,Texas,217.34,7.69,78,209.65
TX-187,Guadalupe County,Texas,137.71,-21.38,16,159.09
TX-189,Hale County,Texas,83.42,-14.07,13,97.49
TX-191,Hall County,Texas,98.06,-8.19,34,106.25
TX-193,Hamilton County,Texas,130.94,-18.95,14,149.89
TX-195,Hansford County,Texas,89.02,-6.08,32,95.1
TX-197,Hardeman County,Texas,112.84,-9.75,33,122.59
TX-199,Hardin County,Texas,284.28,21.46,90,262.82
TX-201,Harris County,Texas,239.01,5.68,66,233.33
TX-203,Harrison County,Texas,270.54,35.75,115,234.79
TX-205,Hartley County,Texas,68.22,-18.64,10,86.86
TX-207,Haskell County,Texas,123.85,2.94,67,120.91
TX-209,Hays County,Texas,143.26,-21.42,14,164.68
TX-211,Hemphill County,Texas,109,-3.11,48,112.11
TX-213,Henderson County,Texas,225.84,21.6,106,204.25
TX-215,Hidalgo County,Texas,125.77,12.66,103,113.11
TX-217,Hill County,Texas,181.92,7.8,81,174.12
TX-219,Hockley County,Texas,73.87,-17.6,7,91.47
TX-221,Hood County,Texas,167.02,11.11,89,155.91
TX-223,Hopkins County,Texas,234.1,21.58,101,212.52
TX-225,Houston County,Texas,247.75,26.99,112,220.76
TX-227,Howard County,Texas,72.26,-21.04,6,93.3
TX-229,Hudspeth County,Texas,42.36,-9.44,15,51.8
TX-231,Hunt County,Texas,220.65,18.39,101,202.26
TX-233,Hutchinson County,Texas,86.09,-10.88,19,96.97
TX-235,Irion County,Texas,83.88,-16.75,18,100.63
TX-237,Jack County,Texas,166.49,15.85,106,150.64
TX-239,Jackson County,Texas,196.61,-2.85,56,199.46
TX-241,Jasper County,Texas,279.6,8.62,76,270.98
TX-243,Jeff Davis County,Texas,54.69,-19.69,4,74.38
TX-245,Jefferson County,Texas,276.67,13.51,78,263.16
TX-247,Jim Hogg County,Texas,104.52,-4.29,47,108.81
TX-249,Jim Wells County,Texas,117.98,-13.28,27,131.26
TX-251,Johnson County,Texas,171.05,3.4,64,167.65
TX-253,Jones County,Texas,122.81,4.56,76,118.25
TX-255,Karnes County,Texas,146.98,-3.84,54,150.82
TX-257,Kaufman County,Texas,206.6,10.2,82,196.4
TX-259,Kendall County,Texas,122.31,-33.9,8,156.21
TX-261,Kenedy County,Texas,122.45,-4.61,44,127.06
TX-263,Kent County,Texas,100.8,-3.62,47,104.42
TX-265,Kerr County,Texas,112.21,-30.86,8,143.07
TX-267,Kimble County,Texas,110.07,-18.78,11,128.85
TX-269,King County,Texas,110.71,-2.85,53,113.56
TX-271,Kinney County,Texas,83.24,-24.97,6,108.21
TX-273,Kleberg County,Texas,110.57,-22.95,20,133.52
TX-275,Knox County,Texas,121.35,0.73,68,120.62
TX-277,Lamar County,Texas,246.44,26.09,112,220.35
TX-279,Lamb County,Texas,76.46,-16.12,8,92.58
TX-281,Lampasas County,Texas,136.38,-11.22,24,147.6
TX-283,La Salle County,Texas,102.23,-8.59,28,110.82
TX-285,Lavaca County,Texas,178.81,-9.23,43,188.04
TX-287,Lee County,Texas,184.2,2.92,73,181.28
TX-289,Leon County,Texas,227.1,23.85,111,203.25
TX-291,Liberty County,Texas,262.11,13.02,77,249.09
TX-293,Limestone County,Texas,194.11,7.66,80,186.45
TX-295,Lipscomb County,Texas,107.87,-1.17,54,109.04
TX-297,Live Oak County,Texas,127.08,-7.28,40,134.36
TX-299,Llano County,Texas,129.66,-12.28,26,141.94
TX-301,Loving County,Texas,35.23,-22.8,3,58.03
TX-303,Lubbock County,Texas,83.14,-11.91,17,95.05
TX-305,Lynn County,Texas,79.95,-13.37,16,93.32
TX-307,McCulloch County,Texas,115.81,-12.6,19,128.41
TX-309,McLennan County,Texas,174.11,5.68,67,168.43
TX-311,McMullen County,Texas,115.79,-3.59,46,119.38
TX-313,Madison County,Texas,226.34,19.42,106,206.92
TX-315,Marion County,Texas,273.81,39.63,118,234.18
TX-317,Martin County,Texas,59.75,-24,5,83.75
TX-319,Mason County,Texas,116.02,-17.71,14,133.73
TX-321,Matagorda County,Texas,214.97,2.47,61,212.5
TX-323,Maverick County,Texas,79.11,-23.18,7,102.29
TX-325,Medina County,Texas,102.6,-35.28,5,137.88
TX-327,Menard County,Texas,107.69,-19.15,14,126.84
TX-329,Midland County,Texas,51.06,-26.53,4,77.59
TX-331,Milam County,Texas,170.51,-4.02,45,174.53
TX-333,Mills County,Texas,127.7,-12.95,19,140.65
TX-335,Mitchell County,Texas,86.6,-16.53,15,103.13
TX-337,Montague County,Texas,174.58,11.99,96,162.59
TX-339,Montgomery County,Texas,249.07,18.71,87,230.36
TX-341,Moore County,Texas,76.24,-16.32,11,92.56
TX-343,Morris County,Texas,251.41,23.11,102,228.3
TX-345,Motley County,Texas,100.47,-7.11,37,107.58
TX-347,Nacogdoches County,Texas,258.36,20.81,100,237.55
TX-349,Navarro County,Texas,197.6,10,84,187.6
TX-351,Newton County,Texas,287.53,9.92,80,277.61
TX-353,Nolan County,Texas,108.44,-7.52,39,115.96
TX-355,Nueces County,Texas,134.28,-8.8,41,143.08
TX-357,Ochiltree County,Texas,101.41,-0.65,59,102.06
TX-359,Oldham County,Texas,64.75,-24,2,88.75
TX-361,Orange County,Texas,281.73,5.9,62,275.83
TX-363,Palo Pinto County,Texas,154.15,6.66,89,147.49
TX-365,Panola County,Texas,274.03,36.63,116,237.4
TX-367,Parker County,Texas,159.24,-0.09,60,159.33
TX-369,Parmer County,Texas,71.44,-17.56,8,89
TX-371,Pecos County,Texas,47.32,-20.38,5,67.7
TX-373,Polk County,Texas,270.93,22.28,100,248.65
TX-375,Potter County,Texas,76.36,-18.57,7,94.93
TX-377,Presidio County,Texas,46.92,-20.24,5,67.16
TX-379,Rains County,Texas,234.43,29.59,113,204.84
TX-381,Randall County,Texas,79.33,-19.27,6,98.6
TX-383,Reagan County,Texas,64.85,-23.22,7,88.07
TX-385,Real County,Texas,96.33,-38.94,4,135.27
TX-387,Red River County,Texas,266.17,35.94,116,230.23
TX-389,Reeves County,Texas,41.24,-16.62,6,57.86
TX-391,Refugio County,Texas,158.55,-9.98,45,168.53
TX-393,Roberts County,Texas,102.07,-2.41,52,104.48
TX-395,Robertson County,Texas,193.63,5.97,78,187.66
TX-397,Rockwall County,Texas,196.29,1.5,65,194.79
TX-399,Runnels County,Texas,112.98,-6.63,40,119.61
TX-401,Rusk County,Texas,256.6,28.9,111,227.7
TX-403,Sabine County,Texas,295.42,35.41,115,260.01
TX-405,San Augustine County,Texas,281.1,28.16,109,252.94
TX-407,San Jacinto County,Texas,265.11,25.91,106,239.2
TX-409,San Patricio County,Texas,147.52,-5.2,52,152.72
TX-411,San Saba County,Texas,128.31,-9.87,26,138.18
TX-413,Schleicher County,Texas,94.61,-16.08,15,110.69
TX-415,Scurry County,Texas,96.11,-7.15,35,103.26
TX-417,Shackelford County,Texas,133.39,5.03,77,128.36
TX-419,Shelby County,Texas,283.91,38.91,115,245
TX-421,Sherman County,Texas,77.25,-11.77,19,89.02
TX-423,Smith County,Texas,242.03,25.72,105,216.31
TX-425,Somervell County,Texas,178.85,22.3,108,156.55
TX-427,Starr County,Texas,107.39,7.19,87,100.2
TX-429,Stephens County,Texas,143.62,9.01,90,134.61
TX-431,Sterling County,Texas,75.4,-25.79,7,101.19
TX-433,Stonewall County,Texas,115.4,3.48,68,111.92
TX-435,Sutton County,Texas,87.04,-26.02,7,113.06
TX-437,Swisher County,Texas,84.05,-15.71,12,99.76
TX-439,Tarrant County,Texas,171.67,3.87,76,167.8
TX-441,Taylor County,Texas,123.84,2.52,66,121.32
TX-443,Terrell County,Texas,52.63,-15.93,6,68.56
TX-445,Terry County,Texas,69.09,-18.61,8,87.7
TX-447,Throckmorton County,Texas,132.37,1.63,63,130.74
TX-449,Titus County,Texas,245.92,21.42,100,224.5
TX-451,Tom Green County,Texas,97.95,-12.39,25,110.34
TX-453,Travis County,Texas,151.32,-12.23,23,163.55
TX-455,Trinity County,Texas,257.45,23.77,104,233.68
TX-457,Tyler County,Texas,277.73,16.79,86,260.94
TX-459,Upshur County,Texas,251.43,29.92,108,221.51
TX-461,Upton County,Texas,48.88,-26.94,5,75.82
TX-463,Uvalde County,Texas,92.1,-35.52,4,127.62
TX-465,Val Verde County,Texas,66.55,-24.17,4,90.72
TX-467,Van Zandt County,Texas,227.96,22.04,108,205.92
TX-469,Victoria County,Texas,179.22,-4.03,55,183.25
TX-471,Walker County,Texas,248.08,28.41,113,219.67
TX-473,Waller County,Texas,210.39,-0.91,56,211.3
TX-475,Ward County,Texas,34.32,-24.04,1,58.36
TX-477,Washington County,Texas,193.31,-1.95,52,195.26
TX-479,Webb County,Texas,93.03,-9.91,24,102.94
TX-481,Wharton County,Texas,219.47,11.41,82,208.06
TX-483,Wheeler County,Texas,107.41,-9.13,36,116.54
TX-485,Wichita County,Texas,146.96,5.89,90,141.07
TX-487,Wilbarger County,Texas,130.17,0.02,70,130.15
TX-489,Willacy County,Texas,141.41,17.05,107,124.36
TX-491,Williamson County,Texas,148.38,-16.47,18,164.85
TX-493,Wilson County,Texas,137.39,-11.71,32,149.1
TX-495,Winkler County,Texas,34.94,-27.52,1,62.46
TX-497,Wise County,Texas,169.6,7.66,87,161.94
TX-499,Wood County,Texas,242.03,30.73,110,211.3
TX-501,Yoakum County,Texas,56.78,-27.88,1,84.66
TX-503,Young County,Texas,147.48,8.51,94,138.97
TX-505,Zapata County,Texas,92.5,-1.8,54,94.3
TX-507,Zavala County,Texas,85.77,-25.6,5,111.37
UT-001,Beaver County,Utah,56.22,-6.44,20,62.66
UT-003,Box Elder County,Utah,56.38,-3.41,41,59.79
UT-005,Cache County,Utah,135.08,-4.01,55,139.09
UT-007,Carbon County,Utah,64.87,-8.46,18,73.33
UT-009,Daggett County,Utah,71,-4.33,44,75.33
UT-011,Davis County,Utah,119.35,-6.92,43,126.27
UT-013,Duchesne County,Utah,77.79,-10.79,15,88.58
UT-015,Emery County,Utah,40.69,-6.09,22,46.78
UT-017,Garfield County,Utah,54.19,-10.68,10,64.87
UT-019,Grand County,Utah,50.47,-8.78,14,59.25
UT-021,Iron County,Utah,65.03,-7.5,24,72.53
UT-023,Juab County,Utah,50.15,-8.17,18,58.32
UT-025,Kane County,Utah,50.55,-9.99,10,60.54
UT-027,Millard County,Utah,44.61,-4.48,28,49.09
UT-029,Morgan County,Utah,121.9,-7.95,38,129.85
UT-031,Piute County,Utah,75.9,-8.56,20,84.46
UT-033,Rich County,Utah,79.82,-3.43,47,83.25
UT-035,Salt Lake County,Utah,103.48,-6.72,36,110.2
UT-037,San Juan County,Utah,43.34,-9.88,8,53.22
UT-039,Sanpete County,Utah,88.22,-9.09,27,97.31
UT-041,Sevier County,Utah,72.99,-8.13,19,81.12
UT-043,Summit County,Utah,124.05,-10.41,36,134.46
UT-045,Tooele County,Utah,43.78,-7.13,19,50.91
UT-047,Uintah County,Utah,52.8,-7.9,16,60.7
UT-049,Utah County,Utah,88.7,-6.34,39,95.04
UT-051,Wasatch County,Utah,118.32,-6.93,46,125.25
UT-053,Washington County,Utah,68.35,-6.95,32,75.3
UT-055,Wayne County,Utah,40.51,-5.43,23,45.94
UT-057,Weber County,Utah,123.6,-10.22,33,133.82
VT-001,Addison County,Vermont,209.5,18.79,103,190.71
VT-003,Bennington County,Vermont,254.69,26.65,108,228.04
VT-005,Caledonia County,Vermont,214.82,13.16,89,201.66
VT-007,Chittenden County,Vermont,201.35,10.12,79,191.23
VT-009,Essex County,Vermont,222.27,12.98,94,209.29
VT-011,Franklin County,Vermont,218.7,10.11,84,208.59
VT-013,Grand Isle County,Vermont,200.02,26.59,116,173.43
VT-015,Lamoille County,Vermont,230.1,12.45,87,217.65
VT-017,Orange County,Vermont,211.05,14.68,94,196.37
VT-019,Orleans County,Vermont,237.1,19.72,104,217.38
VT-021,Rutland County,Vermont,219.54,14.38,91,205.16
VT-023,Washington County,Vermont,216.5,14.5,89,202
VT-025,Windham County,Vermont,259.82,29.22,108,230.6
VT-027,Windsor County,Vermont,228.75,19.66,104,209.09
VA-001,Accomack County,Virginia,220.79,12.48,88,208.31
VA-003,Albemarle County,Virginia,225,12.39,92,212.61
VA-005,Alleghany County,Virginia,217.98,17.81,108,200.17
VA-007,Amelia County,Virginia,237.53,22.1,113,215.43
VA-009,Amherst County,Virginia,250.27,26.85,117,223.42
VA-011,Appomattox County,Virginia,252.11,41.6,123,210.51
VA-013,Arlington County,Virginia,221.36,13.06,98,208.3
VA-015,Augusta County,Virginia,214.91,14.04,101,200.87
VA-017,Bath County,Virginia,220.86,12.57,102,208.29
VA-019,Bedford County,Virginia,246.62,29.37,121,217.25
VA-021,Bland County,Virginia,232.8,26.99,118,205.81
VA-023,Botetourt County,Virginia,230.01,22.82,118,207.19
VA-025,Brunswick County,Virginia,238.32,17.17,104,221.15
VA-027,Buchanan County,Virginia,248.64,24.98,114,223.66
VA-029,Buckingham County,Virginia,241.82,29.23,122,212.59
VA-031,Campbell County,Virginia,243.69,33.27,122,210.42
VA-033,Caroline County,Virginia,217.62,4.16,68,213.46
VA-035,Carroll County,Virginia,270.59,41.12,121,229.47
VA-036,Charles City County,Virginia,255.51,38.03,120,217.48
VA-037,Charlotte County,Virginia,242.42,30.12,116,212.3
VA-041,Chesterfield County,Virginia,242.44,26.81,116,215.63
VA-043,Clarke County,Virginia,192.86,2.69,61,190.17
VA-045,Craig County,Virginia,226.49,20.89,113,205.6
VA-047,Culpeper County,Virginia,204.18,0.61,60,203.57
VA-049,Cumberland County,Virginia,240.64,26.82,121,213.82
VA-051,Dickenson County,Virginia,236.33,16.14,107,220.19
VA-053,Dinwiddie County,Virginia,242.91,24.9,113,218.01
VA-057,Essex County,Virginia,227.52,12.38,96,215.14
VA-059,Fairfax County,Virginia,208.44,3.31,71,205.13
VA-061,Fauquier County,Virginia,198.54,-2.35,49,200.89
VA-063,Floyd County,Virginia,257.22,31.44,121,225.78
VA-065,Fluvanna County,Virginia,237.85,25.98,116,211.87
VA-067,Franklin County,Virginia,250.67,33.36,121,217.31
VA-069,Frederick County,Virginia,189.79,5.1,70,184.69
VA-071,Giles County,Virginia,215.93,11.82,92,204.11
VA-073,Gloucester County,Virginia,252.12,32.24,118,219.88
VA-075,Goochland County,Virginia,237.9,24.14,119,213.76
VA-077,Grayson County,Virginia,263.22,35.18,121,228.04
VA-079,Greene County,Virginia,223.26,9.18,84,214.08
VA-081,Greensville County,Virginia,243.14,19.8,106,223.34
VA-083,Halifax County,Virginia,240.71,25.7,118,215.01
VA-085,Hanover County,Virginia,233.72,18.48,111,215.24
VA-087,Henrico County,Virginia,241.45,26.03,114,215.42
VA-089,Henry County,Virginia,261.77,36.07,121,225.7
VA-091,Highland County,Virginia,220.84,1.88,58,218.96
VA-093,Isle of Wight County,Virginia,261.99,32.22,122,229.77
VA-095,James City County,Virginia,259.68,38.42,121,221.26
VA-097,King and Queen County,Virginia,239.6,21.44,105,218.16
VA-099,King George County,Virginia,200.88,-8.39,28,209.27
VA-101,King William County,Virginia,239.02,21.82,105,217.2
VA-103,Lancaster County,Virginia,236.6,19.27,99,217.33
VA-105,Lee County,Virginia,270.13,18.32,110,251.81
VA-107,Loudoun County,Virginia,191.92,-8.62,27,200.54
VA-109,Louisa County,Virginia,230.14,15.84,105,214.3
VA-111,Lunenburg County,Virginia,239.12,23.36,111,215.76
VA-113,Madison County,Virginia,217.45,8.01,83,209.45
VA-115,Mathews County,Virginia,246.58,28.96,115,217.62
VA-117,Mecklenburg County,Virginia,245.07,26.59,118,218.48
VA-119,Middlesex County,Virginia,242.19,23.86,107,218.33
VA-121,Montgomery County,Virginia,218.59,16.9,107,201.69
VA-125,Nelson County,Virginia,241.95,20.45,111,221.5
VA-127,New Kent County,Virginia,249.01,30.33,114,218.68
VA-131,Northampton County,Virginia,229.02,18.33,102,210.69
VA-133,Northumberland County,Virginia,226.75,12.27,91,214.48
VA-135,Nottoway County,Virginia,236.46,20.44,110,216.02
VA-137,Orange County,Virginia,213.43,3.37,69,210.06
VA-139,Page County,Virginia,207.33,9.84,85,197.49
VA-141,Patrick County,Virginia,287.58,39.21,122,248.37
VA-143,Pittsylvania County,Virginia,240.37,24.73,119,215.64
VA-145,Powhatan County,Virginia,237.86,23.74,116,214.12
VA-147,Prince Edward County,Virginia,241.9,28.76,120,213.14
VA-149,Prince George County,Virginia,257.12,39.71,121,217.41
VA-153,Prince William County,Virginia,193.34,-9.4,25,202.74
VA-155,Pulaski County,Virginia,224.93,26.15,117,198.78
VA-157,Rappahannock County,Virginia,206.17,9.22,82,196.95
VA-159,Richmond County,Virginia,226.97,11.97,94,215
VA-161,Roanoke County,Virginia,235.37,26.3,118,209.07
VA-163,Rockbridge County,Virginia,229.01,21.91,112,207.1
VA-165,Rockingham County,Virginia,206.81,11.33,88,195.48
VA-167,Russell County,Virginia,240.59,17.55,106,223.04
VA-169,Scott County,Virginia,249.63,14.14,102,235.49
VA-171,Shenandoah County,Virginia,189.81,8.57,85,181.24
VA-173,Smyth County,Virginia,249.99,25.21,116,224.78
VA-175,Southampton County,Virginia,257.65,27.3,118,230.35
VA-177,Spotsylvania County,Virginia,212.45,0.19,63,212.26
VA-179,Stafford County,Virginia,190.44,-16.2,14,206.64
VA-181,Surry County,Virginia,265.52,43.33,122,222.19
VA-183,Sussex County,Virginia,256.5,33.87,119,222.63
VA-185,Tazewell County,Virginia,250.15,23.36,116,226.79
VA-187,Warren County,Virginia,199.24,14.29,91,184.95
VA-191,Washington County,Virginia,244.01,20.26,117,223.75
VA-193,Westmoreland County,Virginia,220.86,8.99,86,211.87
VA-195,Wise County,Virginia,249.4,11.52,98,237.88
VA-197,Wythe County,Virginia,236.78,35.37,122,201.41
VA-199,York County,Virginia,255.82,34.39,118,221.43
VA-510,Alexandria City,Virginia,220.88,13.79,99,207.09
VA-520,Bristol City,Virginia,241.25,18.53,113,222.72
VA-530,Buena Vista City,Virginia,227.04,19.09,109,207.95
VA-540,Charlottesville City,Virginia,226.43,11.59,88,214.84
VA-550,Chesapeake City,Virginia,246.88,14.42,101,232.46
VA-570,Colonial Heights City,Virginia,250.29,35.53,120,214.76
VA-580,Covington City,Virginia,209.17,16.49,107,192.68
VA-590,Danville City,Virginia,231.27,16.09,109,215.18
VA-595,Emporia City,Virginia,242.7,19.67,104,223.03
VA-600,Fairfax City,Virginia,212.41,5.95,79,206.46
VA-610,Falls Church City,Virginia,218.23,9.09,90,209.14
VA-620,Franklin City,Virginia,262.27,27.58,122,234.69
VA-630,Fredericksburg City,Virginia,197.25,-11.43,22,208.68
VA-640,Galax City,Virginia,262.43,40.39,122,222.04
VA-650,Hampton City,Virginia,243.91,22.95,111,220.96
VA-660,Harrisonburg City,Virginia,200.09,11.11,87,188.98
VA-670,Hopewell City,Virginia,256.06,40.49,121,215.57
VA-680,Lynchburg City,Virginia,245.11,33.01,119,212.1
VA-683,Manassas City,Virginia,193.71,-6.75,40,200.46
VA-685,Manassas Park City,Virginia,196.33,-5.36,43,201.69
VA-690,Martinsville City,Virginia,263.86,39.42,121,224.44
VA-700,Newport News City,Virginia,252.32,28.49,117,223.83
VA-710,Norfolk City,Virginia,237.39,13.29,92,224.1
VA-720,Norton City,Virginia,245.46,10.46,93,235
VA-730,Petersburg City,Virginia,251.78,35.55,119,216.23
VA-735,Poquoson City,Virginia,244.48,25.91,112,218.57
VA-740,Portsmouth City,Virginia,243.26,15.48,104,227.78
VA-750,Radford City,Virginia,210.83,14.33,101,196.5
VA-760,Richmond City,Virginia,239.97,24.96,114,215.01
VA-770,Roanoke City,Virginia,232.25,26.19,119,206.06
VA-775,Salem City,Virginia,230.72,25.91,118,204.81
VA-790,Staunton City,Virginia,201.78,14.6,106,187.18
VA-800,Suffolk City,Virginia,257.46,21.74,114,235.72
VA-810,Virginia Beach City,Virginia,235.62,9.87,86,225.75
VA-820,Waynesboro City,Virginia,210.98,14.45,104,196.53
VA-830,Williamsburg City,Virginia,263.67,41.35,123,222.32
VA-840,Winchester City,Virginia,193.7,6.76,75,186.94
WA-001,Adams County,Washington,51.18,-2.98,40,54.16
WA-003,Asotin County,Washington,80.98,-5.26,31,86.24
WA-005,Benton County,Washington,39.89,-0.84,58,40.73
WA-007,Chelan County,Washington,177.57,-8.2,33,185.77
WA-009,Clallam County,Washington,444.24,3.91,63,440.33
WA-011,Clark County,Washington,331.38,2.75,69,328.63
WA-013,Columbia County,Washington,123.04,-11.06,13,134.1
WA-015,Cowlitz County,Washington,395.55,13.11,79,382.44
WA-017,Douglas County,Washington,54.26,-2.78,48,57.04
WA-019,Ferry County,Washington,97.14,2.35,68,94.79
WA-021,Franklin County,Washington,44.51,-1.08,58,45.59
WA-023,Garfield County,Washington,94.56,-3.15,46,97.71
WA-025,Grant County,Washington,37.16,-4.22,29,41.38
WA-027,Grays Harbor County,Washington,482.01,5.65,68,476.36
WA-029,Island County,Washington,135.65,5.5,83,130.15
WA-031,Jefferson County,Washington,546.89,9.04,64,537.85
WA-033,King County,Washington,365.61,1.24,56,364.37
WA-035,Kitsap County,Washington,222.98,12.82,72,210.16
WA-037,Kittitas County,Washington,149.13,-16.64,16,165.77
WA-039,Klickitat County,Washington,102.23,-10.17,27,112.4
WA-041,Lewis County,Washington,361.81,1.71,68,360.1
WA-043,Lincoln County,Washington,58.32,-6.61,23,64.93
WA-045,Mason County,Washington,461.63,21.23,81,440.4
WA-047,Okanogan County,Washington,111.26,-1.92,55,113.18
WA-049,Pacific County,Washington,437.09,-11.48,50,448.57
WA-051,Pend Oreille County,Washington,160.94,-8.96,32,169.9
WA-053,Pierce County,Washington,317.9,0.01,57,317.89
WA-055,San Juan County,Washington,149.27,7.32,104,141.95
WA-057,Skagit County,Washington,391.07,9.14,68,381.93
WA-059,Skamania County,Washington,461.23,8.08,72,453.16
WA-061,Snohomish County,Washington,418.04,12.69,71,405.35
WA-063,Spokane County,Washington,93.51,-6.85,26,100.36
WA-065,Stevens County,Washington,109.3,-3.97,42,113.27
WA-067,Thurston County,Washington,250.65,-2,56,252.65
WA-069,Wahkiakum County,Washington,379.2,-35.78,22,414.98
WA-071,Walla Walla County,Washington,69.36,-4.32,35,73.68
WA-073,Whatcom County,Washington,357.02,15.72,88,341.3
WA-075,Whitman County,Washington,84.65,-2.07,52,86.72
WA-077,Yakima County,Washington,121.25,-9.15,33,130.4
WV-001,Barbour County,West Virginia,238.19,-0.09,54,238.28
WV-003,Berkeley County,West Virginia,183.2,-5.62,38,188.82
WV-005,Boone County,West Virginia,233.64,3.83,67,229.81
WV-007,Braxton County,West Virginia,235.76,1.98,61,233.78
WV-009,Brooke County,West Virginia,199.74,2.26,54,197.48
WV-011,Cabell County,West Virginia,215.93,3.12,63,212.81
WV-013,Calhoun County,West Virginia,221.01,-4.1,43,225.11
WV-015,Clay County,West Virginia,238.66,7.16,85,231.5
WV-017,Doddridge County,West Virginia,234.24,7.08,72,227.16
WV-019,Fayette County,West Virginia,246.73,13.05,97,233.68
WV-021,Gilmer County,West Virginia,222.86,-6.8,34,229.66
WV-023,Grant County,West Virginia,188.28,-3.01,44,191.29
WV-025,Greenbrier County,West Virginia,240.13,17.82,109,222.31
WV-027,Hampshire County,West Virginia,178.85,-3.63,34,182.48
WV-029,Hancock County,West Virginia,207.68,16.33,108,191.35
WV-031,Hardy County,West Virginia,186.97,-0.88,52,187.85
WV-033,Harrison County,West Virginia,229.14,6.63,76,222.51
WV-035,Jackson County,West Virginia,213.95,0.93,58,213.02
WV-037,Jefferson County,West Virginia,187.43,-5.94,38,193.37
WV-039,Kanawha County,West Virginia,230.25,5.58,75,224.67
WV-041,Lewis County,West Virginia,233.82,-2.06,45,235.88
WV-043,Lincoln County,West Virginia,223.94,3.54,68,220.4
WV-045,Logan County,West Virginia,236.68,5.16,69,231.52
WV-047,McDowell County,West Virginia,239.42,16.58,104,222.84
WV-049,Marion County,West Virginia,219.61,0.52,47,219.09
WV-051,Marshall County,West Virginia,231,16.86,113,214.14
WV-053,Mason County,West Virginia,214.37,6.91,80,207.46
WV-055,Mercer County,West Virginia,220.3,13.86,96,206.44
WV-057,Mineral County,West Virginia,174.41,-6.23,26,180.64
WV-059,Mingo County,West Virginia,242.72,15.46,102,227.26
WV-061,Monongalia County,West Virginia,219.79,1.61,54,218.18
WV-063,Monroe County,West Virginia,220.09,17.38,106,202.71
WV-065,Morgan County,West Virginia,181.59,-4.33,36,185.92
WV-067,Nicholas County,West Virginia,255.47,9.71,87,245.76
WV-069,Ohio County,West Virginia,207.92,4.22,66,203.7
WV-071,Pendleton County,West Virginia,205.87,9.59,81,196.28
WV-073,Pleasants County,West Virginia,221.48,6.29,73,215.19
WV-075,Pocahontas County,West Virginia,244.59,-0.58,51,245.17
WV-077,Preston County,West Virginia,241.36,-4.75,32,246.11
WV-079,Putnam County,West Virginia,209.92,-5.84,39,215.76
WV-081,Raleigh County,West Virginia,237.66,11.06,89,226.6
WV-083,Randolph County,West Virginia,266.3,-2.02,52,268.32
WV-085,Ritchie County,West Virginia,223.47,1.16,55,222.31
WV-087,Roane County,West Virginia,218.42,-1.92,45,220.34
WV-089,Summers County,West Virginia,217.09,15.12,99,201.97
WV-091,Taylor County,West Virginia,224.34,-0.42,49,224.76
WV-093,Tucker County,West Virginia,251.09,-1.77,50,252.86
WV-095,Tyler County,West Virginia,231.92,11.94,97,219.98
WV-097,Upshur County,West Virginia,249.31,-7.68,30,256.99
WV-099,Wayne County,West Virginia,230.55,11.41,92,219.14
WV-101,Webster County,West Virginia,271.48,-2.06,55,273.54
WV-103,Wetzel County,West Virginia,240.76,16.28,108,224.48
WV-105,Wirt County,West Virginia,217.24,0.11,51,217.13
WV-107,Wood County,West Virginia,214.25,6.76,75,207.49
WV-109,Wyoming County,West Virginia,238.54,5.19,74,233.35
WI-001,Adams County,Wisconsin,170.93,13.76,105,157.17
WI-003,Ashland County,Wisconsin,149.74,-9.57,24,159.31
WI-005,Barron County,Wisconsin,148.95,-6.73,34,155.68
WI-007,Bayfield County,Wisconsin,146.1,-4.45,48,150.55
WI-009,Brown County,Wisconsin,170.22,21.02,114,149.2
WI-011,Buffalo County,Wisconsin,161.98,6.33,71,155.65
WI-013,Burnett County,Wisconsin,145.96,-2.66,53,148.62
WI-015,Calumet County,Wisconsin,177.6,27.25,115,150.35
WI-017,Chippewa County,Wisconsin,156.21,-4.17,44,160.38
WI-019,Clark County,Wisconsin,164.58,5.38,82,159.2
WI-021,Columbia County,Wisconsin,168.59,13.38,97,155.21
WI-023,Crawford County,Wisconsin,165.52,2.07,65,163.45
